PLANT_ID,TIME_ID,TIME,SPECIES,TREATMENT,NUM_EGGS_PRESENT,PROP_SURV
10,12,10A,SYR,OPEN,1,0.5
11,12,10A,SYR,CLOSED,2,1
11,12,10A,SYR,OPEN,0,0
12,12,10A,SYR,CLOSED,2,1
12,12,10A,SYR,OPEN,0,0
13,12,10A,SYR,CLOSED,2,1
13,12,10A,SYR,OPEN,0,0
14,12,10A,SYR,CLOSED,2,1
14,12,10A,SYR,OPEN,0,0
15,12,10A,SYR,CLOSED,2,1
15,12,10A,SYR,OPEN,0,0
16,12,10A,INC,CLOSED,2,1
16,12,10A,INC,OPEN,1,0.5
17,12,10A,INC,CLOSED,2,1
17,12,10A,INC,OPEN,0,0
18,12,10A,INC,CLOSED,2,1
18,12,10A,INC,OPEN,2,1
19,12,10A,INC,CLOSED,2,1
19,12,10A,INC,OPEN,0,0
20,12,10A,INC,CLOSED,2,1
20,12,10A,INC,OPEN,2,1
21,12,10A,INC,CLOSED,2,1
21,12,10A,INC,OPEN,1,0.5
22,12,10A,INC,CLOSED,2,1
22,12,10A,INC,OPEN,1,0.5
23,12,10A,INC,CLOSED,2,1
23,12,10A,INC,OPEN,0,0
24,12,10A,INC,CLOSED,2,1
24,12,10A,INC,OPEN,1,0.5
25,12,10A,INC,CLOSED,2,1
25,12,10A,INC,OPEN,0,0
26,12,10A,INC,CLOSED,2,1
26,12,10A,INC,OPEN,1,0.5
27,12,10A,INC,CLOSED,2,1
27,12,10A,INC,OPEN,1,0.5
28,12,10A,INC,CLOSED,2,1
28,12,10A,INC,OPEN,2,1
29,12,10A,INC,CLOSED,2,1
29,12,10A,INC,OPEN,1,0.5
30,12,10A,INC,CLOSED,2,1
30,12,10A,INC,OPEN,0,0
1,13,12P2,SYR,CLOSED,2,1
1,13,12P2,SYR,OPEN,2,1
2,13,12P2,SYR,CLOSED,2,1
2,13,12P2,SYR,OPEN,0,0
3,13,12P2,SYR,CLOSED,2,1
3,13,12P2,SYR,OPEN,0,0
4,13,12P2,SYR,CLOSED,2,1
4,13,12P2,SYR,OPEN,0,0
5,13,12P2,SYR,CLOSED,2,1
5,13,12P2,SYR,OPEN,0,0
6,13,12P2,SYR,CLOSED,2,1
6,13,12P2,SYR,OPEN,0,0
7,13,12P2,SYR,CLOSED,2,1
7,13,12P2,SYR,OPEN,0,0
8,13,12P2,SYR,CLOSED,2,1
8,13,12P2,SYR,OPEN,0,0
9,13,12P2,SYR,CLOSED,2,1
9,13,12P2,SYR,OPEN,1,0.5
10,13,12P2,SYR,CLOSED,2,1
10,13,12P2,SYR,OPEN,1,0.5
11,13,12P2,SYR,CLOSED,2,1
11,13,12P2,SYR,OPEN,0,0
12,13,12P2,SYR,CLOSED,2,1
12,13,12P2,SYR,OPEN,0,0
13,13,12P2,SYR,CLOSED,2,1
13,13,12P2,SYR,OPEN,0,0
14,13,12P2,SYR,CLOSED,2,1
14,13,12P2,SYR,OPEN,0,0
15,13,12P2,SYR,CLOSED,2,1
15,13,12P2,SYR,OPEN,0,0
16,13,12P2,INC,CLOSED,2,1
16,13,12P2,INC,OPEN,1,0.5
17,13,12P2,INC,CLOSED,2,1
17,13,12P2,INC,OPEN,0,0
18,13,12P2,INC,CLOSED,2,1
18,13,12P2,INC,OPEN,2,1
19,13,12P2,INC,CLOSED,2,1
19,13,12P2,INC,OPEN,0,0
20,13,12P2,INC,CLOSED,2,1
20,13,12P2,INC,OPEN,2,1
21,13,12P2,INC,CLOSED,2,1
21,13,12P2,INC,OPEN,1,0.5
22,13,12P2,INC,CLOSED,2,1
22,13,12P2,INC,OPEN,1,0.5
23,13,12P2,INC,CLOSED,2,1
23,13,12P2,INC,OPEN,0,0
24,13,12P2,INC,CLOSED,2,1
24,13,12P2,INC,OPEN,1,0.5
25,13,12P2,INC,CLOSED,2,1
25,13,12P2,INC,OPEN,0,0
26,13,12P2,INC,CLOSED,2,1
26,13,12P2,INC,OPEN,1,0.5
27,13,12P2,INC,CLOSED,2,1
27,13,12P2,INC,OPEN,1,0.5
28,13,12P2,INC,CLOSED,2,1
28,13,12P2,INC,OPEN,2,1
29,13,12P2,INC,CLOSED,2,1
29,13,12P2,INC,OPEN,1,0.5
30,13,12P2,INC,CLOSED,2,1
30,13,12P2,INC,OPEN,0,0
